   35   7.44  24.78 16 33  -08 55    20  10   0.035 3 3  89
   36   8.44  36.18 15 58  -01 30    50  30   0.243 3 5  82
   37   8.44  36.18 15 58  -01 30    30  20   0.085 2 6  82 S 33
   38   8.55  -0.88 18 05  -22 00    60  30   0.331 3 5   0 S 34
   39   8.64  25.25 16 34  -07 45    70  15   0.275 3 4  89
   40   9.10  -0.84 18 06  -21 30    10   7   0.011 1 4   0
   41  10.03 -28.11 20 00  -31 30   210  90   4.683 4 6   0
   42  10.91  -1.70 18 13  -20 20    10   7   0.010 3 2 101 S 35
   43  11.53  -1.63 18 14  -19 45     4   3   0.003 1 1 102 NGC 6590
   44  11.54  36.11 16 04  +00 30    70  50   0.616 3 5  83
   45  11.54  36.11 16 04  +00 30    40  10   0.113 3 6  83 S 36
   46  11.61  -1.59 18 14  -19 40     4   3   0.003 1 1 102 NGC 6589
   47  11.75  -1.51 18 14  -19 30    15  15   0.229 3 2   0 IC 1283
   48  12.00   0.79 18 06  -18 10     3   3   0.002 3 5   0 S 38
   49  12.71   0.37 18 09  -17 45    15  10   0.028 3 5 101 S 40
   50  12.79   1.78 18 04  -17 00    18   5   0.018 4 5   0
   51  12.95  -0.58 18 13  -18 00   210 120   4.609 4 4 101 S 41
   52  13.41  -1.41 18 17  -18 00    30   5   0.049 4 2 101
   53  13.54   1.11 18 08  -16 40    30  30   0.155 4 6   0
   54  13.80 -27.06 20 00  -28 00   260  40   2.718 4 6   0
   55  14.12   0.06 18 13  -16 40    60  40   0.053 3 4 103 IC 4701
   56  14.12   0.06 18 13  -16 40     3   3   0.003 3 3 103 S 42
   57  14.94  -0.04 18 15  -16 00   120 120   1.620 4 6 103
   58  15.14   3.38 18 03  -14 10    30  20   0.127 3 3   0 S 46
   59  15.26   0.41 18 14  -15 30     5   4   0.004 3 3   0 S 47
   60  15.28  -0.67 18 18  -16 00    40  30   0.137 3 1 103 NGC 6618
   61  15.67   1.74 18 10  -14 30    20  15   0.060 4 5   0
   62  16.31  -0.12 18 18  -14 50    20  20   0.085 4 6   0 S 50
   63  16.41  -2.79 18 28  -16 00    80  60   0.683 4 5 100
   64  16.68  -0.47 18 20  -14 40    15  12   0.032 4 4   0 S 48
   65  16.77  -5.31 18 38  -16 50    40  10   0.077 4 6   0 S 51
   66  16.88  -1.18 18 23  -14 50    10   6   0.014 4 5   0
   67  16.96   0.78 18 16  -13 50   120  25   0.268 3 1  98 NGC 6611
   68  17.00   0.53 18 17  -13 55    35  30   0.208 3 3  98
   69  17.19  -3.20 18 31  -15 30    30  10   0.035 4 5 100
   70  17.81   0.97 18 17  -13 00   180 120   3.085 4 6  98
   71  18.13   1.42 18 16  -12 30    80  30   0.616 3 3  98
   72  18.45   1.87 18 15  -12 00    60  30   0.345 3 1  98 S 54
   73  20.36  -1.27 18 30  -11 48    20  20   0.081 1 3   0 S 55
   74  20.36  -1.27 18 30  -11 48    10   6   0.014 4 6   0
   75  21.10  -0.60 18 29  -10 50    20  10   0.046 1 3  99 IC 1287
   76  21.10  -0.60 18 29  -10 50    35  25   0.155 1 6  99
   77  22.02   0.16 18 28  -09 40    10   8   0.028 4 6   0 S 56
   78  22.90   0.63 18 28  -08 40     2   2   0.001 4 4   0 S 57
   79  23.16   0.49 18 29  -08 30     8   5   0.011 4 3   0 S 58
   80  24.48  -0.22 18 34  -07 40    30  15   0.285 4 5   0 S 59
   81  24.91   0.57 18 32  -06 55    40  15   0.176 4 6  88
   82  25.36   0.24 18 34  -06 40    15  15   0.028 4 4  88 S 60
   83  25.36 -18.62 19 43  -15 00    10   8   0.017 2 4   0
   84  26.48   2.56 18 31  -05 00     2   2   0.001 3 1   0 S 61
   85  26.83   3.54 18 25  -03 50     3   3   0.002 4 4   0 S 62
   86  27.11 -21.06 19 55  -14 30    70  40   0.715 2 5   0 S 63
   87  27.43 -17.71 19 43  -12 50    10   8   0.017 2 4   0
   88  27.67  23.44 17 16  +06 10    12   8   0.028 1 4   0 DG 146
   89  27.91 -17.50 19 43  -12 20     2   2   0.001 2 4   0
   90  28.77   3.43 18 29  -02 10    20   8   0.028 3 2   0 S 64
   91  29.07  -0.63 18 44  -03 47    10   2   0.003 4 5   0 S 65
   92  30.54   0.41 18 43  -02 00    10  10   0.018 1 4   0 S 66
   93  30.63   6.37 18 22  +00 50     8   5   0.007 3 3   0 S 68
   94  30.66  -0.65 18 47  -02 23    15  15   0.042 2 5   0 S 67
   95  31.04   3.77 18 32  +00 00    12  10   0.031 1 5   0
   96  31.47   5.12 18 28  +01 00     8   4   0.007 1 4   0 DG 152
   97  31.75   4.98 18 29  +01 11    10   5   0.018 2 3  81
   98  31.88   5.05 18 29  +01 20    22  20   0.031 1 4  81 DG 153
   99  32.38   1.93 18 41  -00 20    15  10   0.032 3 4   0 S 69
  100  32.44 -15.40 19 43  -07 30    40  12   0.173 4 5  92
  101  33.83 -14.72 19 43  -06 00   180  90   2.725 4 6  92
  102  35.08  11.42 18 12  +07 03     8   4   0.017 4 6   0 S 70
  103  36.00  -1.26 18 59  +02 05     2   1   0.001 3 1   0 S 71
  104  36.57  -1.81 19 02  +02 20    35  20   0.113 3 5   0
  105  37.59  44.76 16 08  +22 00    60  20   0.285 2 5   0 S 73
  106  37.66  44.05 16 11  +21 50    30  20   0.095 2 6   0
  107  38.66   2.09 18 52  +05 59     4   4   0.002 4 5   0
  108  39.55 -16.65 20 00  -02 00   150  50   1.658 2 6   0
  109  39.95  -1.44 19 07  +05 30     3   2   0.002 3 6   0 S 74
  110  40.46   2.46 18 54  +07 45     8   5   0.018 4 6   0 S 76
  111  41.37 -18.83 20 11  -01 30    20  10   0.049 1 4  86 DG 161
  112  41.47 -28.13 20 44  -05 50    30  18   0.116 1 5   0
  113  41.84 -18.59 20 11  -01 00    70  20   0.384 1 5  86
  114  42.59 -23.34 20 29  -02 40    85  30   0.479 3 6   0
  115  42.75 -21.54 20 23  -01 40    35  10   0.074 3 6   0
  116  42.97 -17.43 20 09  -00 30   140  80   1.831 2 6  86
  117  43.07 -35.28 21 12  -08 00   360 120   8.331 2 6   0
  118  43.39 -29.49 20 52  -05 00    90  15   0.070 2 6   0
  119  43.64 -21.66 20 25  -01 00   140  10   0.352 3 6   0
  120  43.96 -23.21 20 31  -01 30    30  35   0.243 3 6   0
  121  44.84 -23.61 20 34  -01 00    70   3   0.081 2 6   0
  122  44.95 -20.39 20 23  +00 41    42  12   0.144 3 6   0
  123  45.51 -20.67 20 25  +01 00    20  10   0.049 3 6   0
  124  45.60 -22.06 20 30  -00 23    20  15   0.049 2 6   0
  125  46.20 -21.45 20 29  +01 10    30   5   0.085 2 6   0
  126  49.84  -7.32 19 47  +11 20    20   8   0.025 3 6   0
  127  50.14   3.36 19 09  +16 45     1   1   0.001 4 1   0 S 80
  128  53.52   0.03 19 28  +18 09    10  10   0.014 3 3   0 C 168
  129  53.54   0.04 19 28  +18 10     7   7   0.011 3 3   0 DG 159
  130  55.40   1.87 19 25  +20 41     8   5   0.017 1 6   0 DG 157
  131  55.73  -3.64 19 46  +18 15    15   3   0.011 3 3   0 S 84
  132  56.82 -13.42 20 23  +14 00   120  30   0.923 1 6   0
  133  56.92   3.22 19 23  +22 40     5   3   0.004 1 4   0 DG 155
  134  57.03   3.02 19 24  +22 40     8   3   0.011 1 2   0 C 167
  135  59.38  -0.15 19 41  +23 10    40  30   0.201 3 3   0 NGC 6823
  136  60.95  -0.03 19 44  +24 35    17   8   0.025 4 4   0 S 87
  137  61.35   0.21 19 44  +25 03     2   2   0.002 3 1   0
  138  61.37   0.22 19 44  +25 04     2   2   0.002 3 1   0
  139  61.50   0.29 19 44  +25 13    18   6   0.021 3 3   0 S 88
  140  61.91 -33.45 21 40  +06 00   180  50   1.960 3 6   0
  141  62.04 -10.57 20 25  +19 50   160  60   1.965 1 5   0
  142  62.32 -10.68 22 26  +20 20   200  30   1.525 4 6   0
  143  62.45 -14.34 20 39  +18 00   120  20   0.437 1 5   0
  144  63.10   0.46 19 47  +26 41     8   3   0.003 3 2   0 S 90
  145  64.04   1.79 19 44  +28 10    45  20   0.268 3 5   0 S 92
  146  64.20  -0.44 19 53  +27 09     1   1   0.001 3 1   0 S 93
  147  64.22   4.16 19 35  +29 30   120   2   0.106 3 3   0 S 91
  148  64.90   6.74 19 26  +31 20    50   2   0.039 3 4   0 S 94
  149  65.92   0.61 19 53  +29 10     1   1   0.001 3 1   0 S 95
  150  66.11   7.14 19 27  +32 35    20  10   0.046 4 5   0 S 96
  151  66.74   0.86 19 54  +30 00    10  10   0.014 3 6   0 S 97
  152  66.81 -28.34 21 35  +12 30   190  15   0.708 1 6   0
  153  66.95  -1.30 20 03  +29 02     1   3   0.001 1 2   0 IC 4954
  154  68.07   0.92 19 57  +31 10    10  10   0.014 3 6   0 S 98
  155  69.40   0.50 20 02  +32 04     5   3   0.002 2 4   0
  156  69.48   2.29 19 55  +33 05    22   3   0.056 3 4   0
  157  69.67 -30.36 21 48  +13 00    90  20   0.352 1 6   0
  158  69.80   1.74 19 58  +33 04    16   6   0.021 3 3  47
  159  69.96   1.35 20 00  +33 00    80  30   0.419 3 4  47
  160  70.13   1.71 19 59  +33 20     3   3   0.007 3 2  47 S 99
  161  70.24   1.53 20 00  +33 20     3   3   0.007 3 2  47 S 100
  162  70.95   0.74 20 05  +33 30   180 180   5.550 3 6  47
  163  71.01   0.04 20 08  +33 10    20  10   0.030 3 5  47
  164  71.03   1.54 20 02  +34 00    33  15   0.082 3 4  47
  165  71.06   6.32 19 42  +36 30   195  30   1.244 3 6   0
  166  71.37   1.01 20 05  +34 00    40  20   0.060 3 4  47
  167  71.40 -11.76 20 53  +26 30    70  30   0.665 3 6   0
  168  71.58   2.86 19 58  +35 10    20  15   0.042 3 1  47 C 173
  169  71.62  -5.50 20 31  +30 30    70  15   0.345 4 6   0 S 102
  170  71.67   1.46 20 04  +34 30    60  50   0.378 3 5  47
  171  71.83   2.77 19 59  +35 20    20  10   0.033 3 4  47
  172  71.84   0.58 20 08  +34 10    43  15   0.121 3 4  47
  173  71.85   6.31 19 44  +37 10    30   8   0.048 3 6   0
  174  71.87   2.07 20 02  +35 00    80  50   0.277 3 3  47
  175  71.89  -0.38 20 12  +33 40    53  15   0.145 3 4  47
  176  71.94   6.82 19 42  +37 30    30   6   0.036 3 6   0
  177  72.01   1.92 20 03  +35 02    20   5   0.015 3 2  47
  178  72.18   3.47 19 57  +36 00   100  40   0.583 3 5  47
  179  72.53   1.52 20 06  +35 15    25  10   0.036 3 3  47
  180  72.86   2.70 20 02  +36 10    80  10   0.248 4 5  47
  181  72.86   0.27 20 12  +34 50    15   3   0.012 3 3  47 IC 1310
  182  73.10   1.41 20 08  +35 40    90  20   0.272 3 3  47
  183  73.32   3.23 20 01  +36 50    15   5   0.015 3 3  47
  184  73.32   5.78 19 50  +38 10    20   6   0.021 4 6   0
  185  73.48  -1.81 20 22  +34 10    80  40   0.606 3 5   0
  186  73.58   6.16 19 49  +38 35    20  10   0.054 3 6   0
  187  73.72   2.29 20 06  +36 40    80  20   0.145 3 3  47
  188  73.75 -51.32 22 56  -00 10    22  12   0.070 1 6   0
  189  73.99   2.47 20 06  +37 00    60  20   0.208 3 4  47
  190  74.27   3.59 20 02  +37 50    60  20   0.227 3 4  47
  191  74.53  -8.42 20 50  +31 00   210 160   0.000 0 0   0 NGC 6960
  192  74.62   3.35 20 04  +38 00    10   3   0.003 3 4  47
  193  74.77   2.51 20 08  +37 40    90  30   0.949 3 5  47
  194  74.80   3.69 20 03  +38 20     4   3   0.006 3 4  47
  195  74.83   0.62 20 16  +36 40     7   7   0.006 3 2  47 S 104
  196  74.86   6.46 19 51  +39 50    20   8   0.027 3 5  47
  197  74.90   3.53 20 04  +38 20     5   3   0.003 3 4  47
  198  75.16  -1.86 20 27  +35 30   130  60   1.225 3 6  47
  199  75.23   4.89 19 59  +39 20    35  10   0.063 3 4  47
  200  75.24   6.47 19 52  +40 10    70  10   0.132 3 5  47
  201  75.29   7.38 19 48  +40 40    60  40   0.271 3 6  47
  202  75.30   6.05 19 54  +40 00    45  10   0.097 3 5  47
  203  75.51   2.29 20 11  +38 10    20  10   0.024 3 1  47 NGC 6888
  204  75.52   9.02 19 41  +41 40    20   7   0.021 3 5  47
  205  75.57   3.72 20 05  +39 00   300 150   3.124 4 6  47
  206  75.71   1.70 20 14  +38 00    50  30   0.275 3 4  47
  207  75.74   5.65 19 57  +40 10    40  10   0.076 3 6  47
  208  75.75   3.14 20 08  +38 50   120  20   0.489 3 2  47
  209  75.79   1.28 20 16  +37 50    30  15   0.088 3 5  47
  210  75.85  -1.11 20 26  +36 30    70  30   0.444 3 6  47
  211  75.90  -0.33 20 23  +37 00   240  60   3.050 3 5  47
  212  76.01   0.96 20 18  +37 50    40  10   0.085 3 5  47
  213  76.10   4.75 20 02  +40 00    20   5   0.027 3 4  47
  214  76.17   3.88 20 06  +39 35     4   3   0.003 3 4  47
  215  76.26   2.08 20 14  +38 40    40  20   0.121 3 4  47
  216  76.27   4.17 20 05  +39 50    45  20   0.145 3 4  47
  217  76.35   4.68 20 03  +40 10    15   5   0.015 3 3  47
  218  76.41  -1.45 20 29  +36 45    10  10   0.018 1 2  47
  219  76.42  -1.19 20 28  +36 55    30  20   0.137 3 5  47
  220  76.44 -23.42 21 45  +22 10    25  10   0.067 1 6   0
  221  76.75   8.21 19 48  +42 20    52  10   0.091 3 5  47
  222  76.80   4.28 20 06  +40 20   180  90   1.822 3 5  47
  223  76.90   3.21 20 11  +39 50    20   5   0.015 3 4  47
  224  76.99   0.44 20 23  +38 20   150  60   1.689 3 6  47
  225  77.11  12.11 19 30  +44 30   210  50   2.750 3 6   0
  226  77.13  -1.16 20 30  +37 30   110  60   1.035 3 6  47
  227  77.26   4.80 20 05  +41 00   100  10   0.329 3 3  47
  228  77.27   7.65 19 52  +42 30    35  15   0.079 3 5  47
  229  77.33  -2.26 20 35  +37 00    40  10   0.099 3 5  47
  230  77.39  -5.56 20 48  +35 00    40  10   0.081 3 5   0
  231  77.41  -3.72 20 41  +36 10     8   8   0.011 3 5  47 S 107
  232  77.47   6.04 20 00  +41 50   120  10   0.470 3 5  47
  233  77.60   4.58 20 07  +41 10   160  30   0.782 3 4  47
  234  77.61   1.59 20 20  +39 30   110  60   0.571 3 3  47 S 108
  235  77.67  -3.52 20 41  +36 30   180 150  40.106 4 6  47
  236  77.78   3.11 20 14  +40 30    90  60   0.900 3 3  47
  237  77.82   6.91 19 57  +42 35    53  20   0.130 3 4  47
  238  78.05   5.74 20 03  +42 10    10  10   0.015 3 4  47
  239  78.12   3.79 20 12  +41 10    60  20   0.151 3 2  47
  240  78.21   2.48 20 18  +40 30   120  60   1.323 3 4  47
  241  78.21   2.48 20 18  +40 30    40  20   0.112 3 2  47
  242  78.28   6.32 20 01  +42 40    20   5   0.030 3 4  47
  243  78.37   4.63 20 09  +41 50    30  20   0.127 3 4  47
  244  78.46   6.65 20 00  +43 00   420  90   4.109 3 6  47
  245  78.55   0.85 20 26  +39 50    45  20   0.175 3 1  47 IC 1318B
  246  78.55  -4.87 20 49  +36 20    45  30   0.190 3 5  47
  247  78.72  -2.43 20 40  +38 00   101  20   0.472 3 5  47
  248  78.73   2.61 20 19  +41 00    30  30   0.142 3 6  47
  249  78.73   1.45 20 24  +40 20    50  30   0.263 3 1  47
  250  78.81  -5.71 20 53  +36 00    50  20   0.127 3 4  43
  251  78.85   3.60 20 15  +41 40    45  25   0.211 3 1  47 IC 1318A
  252  78.85   6.03 20 04  +43 00    18   5   0.018 3 4  47
  253  79.14   1.74 20 24  +40 50    20  15   0.085 3 3  47
  254  79.15 -12.08 21 17  +32 00   100  20   0.165 3 6   0 S 110
  255  79.19  -4.60 20 50  +37 00    70  10   0.264 3 4  47
  256  79.22  -6.69 20 58  +35 40    12   2   0.011 3 4  43
  257  79.31   0.93 20 28  +40 30   120  60   1.381 3 4  47
  258  79.32   0.22 20 31  +40 05    30  10   0.066 3 5  47
  259  79.34   3.48 20 17  +42 00    60  20   0.302 3 3  47
  260  79.37   6.78 20 02  +43 50    60  15   0.124 3 5  47
  261  79.45   1.73 20 25  +41 05    25  15   0.051 3 6  47
  262  79.51   6.87 20 02  +44 00    80  30   0.369 3 4  47
  263  79.61  -2.48 20 43  +38 40   130  30   0.968 3 6  47
  264  79.62   6.08 20 06  +43 40    70   5   0.073 3 4  47
  265  79.63  -1.97 20 41  +39 00    40  40   0.239 3 3  47
  266  79.66  -6.31 20 58  +36 15    12   2   0.011 3 4  43
  267  79.71   1.22 20 28  +41 00    60  20   0.211 3 3  47
  268  79.73   2.40 20 23  +41 42     5   4   0.003 3 3  47
  269  79.74  -6.78 21 00  +36 00   130  20   0.627 3 5  43
  270  79.87   2.72 20 22  +42 00   180  90   1.668 3 5  47
  271  79.99   0.01 20 34  +40 30    40  10   0.045 3 4  47
  272  79.99   7.37 20 01  +44 40    90   7   0.129 3 3  47
  273  80.08   2.42 20 24  +42 00    22  10   0.027 3 3  47
  274  80.10   2.66 20 23  +42 09     3   3   0.001 1 1  47 NGC 6914
  275  80.11  -0.14 20 35  +40 30    10   6   0.006 3 3  47
  276  80.13   0.12 20 34  +40 40     8   4   0.006 3 3  47
  277  80.15  -1.55 20 41  +39 40    30  30   0.236 3 5  47
  278  80.16   4.05 20 17  +43 00    30  20   0.085 3 3  47
  279  80.19   2.27 20 25  +42 00    70  20   0.353 3 4  47
  280  80.26   2.54 20 24  +42 13     3   3   0.001 1 1  47 NGC 6914
  281  80.34   2.60 20 24  +42 19     3   3   0.001 1 1  47
  282  80.34 -17.00 21 37  +29 20    80  10   0.246 3 6  58
  283  80.35  -4.42 20 53  +38 00    35  10   0.085 3 5  45
  284  80.36  -5.97 20 59  +37 00    25   3   0.028 3 4   0
  285  80.43   0.82 20 32  +41 20    50  45   0.338 3 5  47
  286  80.45   1.07 20 31  +41 30    12   3   0.006 3 3  47
  287  80.54 -16.49 21 36  +29 50    70  10   0.165 3 6  58 S 111
  288  80.61   1.42 20 30  +41 50    45  20   0.175 3 4  47
  289  80.61  -3.43 20 50  +38 50    60  25   0.310 3 5  46
  290  80.62  -5.75 20 59  +37 20     8   3   0.004 3 4   0
  291  80.67  -4.92 20 56  +37 55    10   8   0.011 3 4  45
  292  80.79   3.15 20 23  +43 00    90  30   0.323 3 3  47
  293  80.92   2.11 20 28  +42 30    50  40   0.236 3 5  47
  294  80.94   7.75 20 02  +45 40    70   5   0.215 3 4  47
  295  80.96  -3.64 20 52  +38 58    15   8   0.025 3 4  46
  296  81.01  -5.94 21 01  +37 30    20  10   0.056 3 5  44
  297  81.04   8.22 20 00  +46 00    50  20   0.155 3 4  47
  298  81.23   4.56 20 18  +44 10     8   2   0.006 3 3  47
  299  81.26  -5.98 21 02  +37 40    50  10   0.113 3 4  44
  300  81.27   3.92 20 21  +43 50    60  10   0.100 3 3  47
  301  81.31   5.04 20 16  +44 30    20  10   0.045 3 3  47
  302  81.31  -1.13 20 43  +40 50    40  20   0.069 3 4  47
  303  81.37   4.65 20 18  +44 20    40  10   0.048 3 3  47
  304  81.37  -4.84 20 58  +38 30   130  13   0.504 3 5  45
  305  81.38   2.90 20 26  +43 20    20   5   0.018 3 3  47
  306  81.41 -17.50 21 42  +29 40    40  10   0.102 3 6  58
  307  81.44  -7.16 21 07  +37 00   230  70   2.898 4 6  43
  308  81.54  -1.42 20 45  +40 50   120  30   0.517 3 5  47
  309  81.54   2.11 20 30  +43 00    42  10   0.057 3 4  47
  310  81.62   5.47 20 15  +45 00   360 120   9.000 3 4  47
  311  81.66  -1.57 20 46  +40 50    40  40   0.184 3 6  47
  312  81.66   0.58 20 37  +42 10    40  20   0.094 3 4  47
  313  81.69   6.57 20 10  +45 40    55   8   0.106 3 3  47
  314  81.88   4.79 20 19  +44 50    30  10   0.030 3 3  47
  315  82.24   2.85 20 29  +44 00    90  60   0.426 3 4  47
  316  82.31  -6.63 21 08  +38 00   160  20   0.870 3 5  43
  317  82.35   2.71 20 30  +44 00    23  20   0.057 3 3  47
  318  82.38  -4.21 20 59  +39 40    50  10   0.130 4 5  45
  319  82.39  -2.19 20 51  +41 00    35  15   0.088 3 5   0
  320  82.57  -0.83 20 46  +42 00    90  30   0.580 3 4  47
  321  82.58  -6.92 21 10  +38 00    85  10   0.158 3 4  43
  322  82.64   0.41 20 41  +42 50     8   4   0.003 3 3  47
  323  82.70   0.46 20 41  +42 55    20  10   0.036 3 4  47
  324  82.75   0.27 20 42  +42 50   100  60   0.807 3 5  47
  325  82.79   5.83 20 17  +46 10    25  10   0.039 3 2  47
  326  83.03   5.78 20 18  +46 20    80  10   0.243 3 4  47
  327  83.04  -1.40 20 50  +42 00    80  30   0.568 3 5  47
  328  83.18  -1.05 20 49  +42 20    40  30   0.208 3 2  47 IC 5068
  329  83.33  -0.44 20 47  +42 50    60  20   0.341 3 5  47
  330  83.34   2.78 20 33  +44 50    40  20   0.197 3 4  47
  331  83.43   7.28 20 12  +47 30   120   3   0.100 3 4  47
  332  83.65  -1.61 20 53  +42 20    40  40   0.218 3 3  47
  333  83.70  -8.31 21 19  +37 50    20   5   0.025 3 4  42 S 113
  334  83.73   0.12 20 46  +43 30    60  60   0.502 3 4  47
  335  83.73   5.64 20 21  +46 50    10   5   0.007 3 3  47
  336  83.77   5.88 20 20  +47 00    60  20   1.014 3 3  47
  337  83.77   3.32 20 32  +45 30    13  13   0.028 3 1  47 C 181
  338  83.86   0.22 20 46  +43 40    40  15   0.115 3 2  47
  339  83.92   2.55 20 36  +45 10    50   5   0.056 3 4  47
  340  83.98  -5.35 21 09  +40 05     9   5   0.012 3 5   0
  341  84.00   0.57 20 45  +44 00    70  40   0.363 3 5  47
  342  84.03  -1.29 20 53  +42 50    60  30   0.450 3 6  47
  343  84.07  -0.30 20 49  +43 30    40  10   0.106 3 2  47
  344  84.07   5.46 20 23  +47 00    80  40   0.673 3 5  47
  345  84.19   6.16 20 20  +47 30   180  20   2.465 3 5  47
  346  84.22  -8.36 21 21  +38 10   100  30   0.485 4 6  42
  347  84.24  -7.79 21 19  +38 35    12   6   0.011 3 4  42 S 114
  348  84.28  -1.32 20 54  +43 00    40  20   0.160 3 3  47
  349  84.28  -1.32 20 54  +43 00    45  20   0.160 3 3  47
  350  84.46   0.02 20 49  +44 00    60  50   0.387 3 3  47 IC 5070
  351  84.48   3.20 20 35  +46 00   180 120   4.394 3 5  47
  352  84.57   4.76 20 28  +47 00    85  30   0.437 3 3  47
  353  84.59   0.13 20 49  +44 10    25  10   0.036 3 1  47 IC 5067
  354  84.64  -1.49 20 56  +43 10    60  20   0.118 3 2  47
  355  84.67 -11.34 21 33  +36 20    90  40   0.648 4 6  41
  356  84.76  -1.87 20 58  +43 00    50  30   0.202 3 3  47
  357  84.81   3.88 20 33  +46 40    30  20   0.074 3 2  47 S 115
  358  84.81   3.88 20 33  +46 40    60  40   0.370 3 3  47
  359  84.82  -0.15 20 51  +44 10    60  10   0.190 3 2  47
  360  84.82  -5.87 21 14  +40 20    33  10   0.066 3 5   0
  361  84.88   2.41 20 40  +45 50    80  10   0.141 3 4  47
  362  84.97   4.21 20 32  +47 00    60   5   0.102 3 2  47
  363  85.24  -2.42 21 02  +43 00   140  30   0.912 3 6  47
  364  85.30   6.32 20 23  +48 30   110  30   1.056 3 6  47
  365  85.49  -2.69 21 04  +43 00   100  40   0.106 3 4  47
  366  85.53  -9.85 21 31  +38 00   150  30   0.842 4 5  41
  367  85.58   4.24 20 34  +47 30   150  60   1.085 3 4  47
  368  85.58   4.24 20 34  +47 30    10   2   0.007 3 3  47
  369  85.62  -3.32 21 07  +42 40    40  10   0.112 3 5  47
  370  85.66   6.97 20 21  +49 10    60  60   0.196 3 2  47
  371  85.68   0.12 20 53  +45 00   120  20   0.350 3 4  47
  372  85.71   4.34 20 34  +47 40    30   2   0.018 3 3  47
  373  85.75  -1.48 21 00  +44 00   120  30   0.650 3 4  47 NGC 7000
  374  85.86 -10.37 21 34  +37 50   110  15   0.458 4 5  41
  375  85.91   4.07 20 36  +47 40    25   2   0.011 3 3  47
  376  85.94   4.31 20 35  +47 50    50   2   0.028 3 3  47
  377  85.99   6.80 20 23  +49 20   105  10   0.264 3 3  47
  378  86.04  -0.04 20 55  +45 10    90  30   0.429 3 3  47
  379  86.06   5.84 20 28  +48 50    12  10   0.025 1 3  47
  380  86.08   4.41 20 35  +48 00   150  60   1.838 3 5  47
  381  86.28   4.98 20 33  +48 30   100  30   0.486 3 3  47
  382  86.39   5.67 20 30  +49 00   240 120   3.187 3 4  47
  383  86.49  -3.76 21 12  +43 00    20  10   0.035 3 4  36
  384  86.52  -0.09 20 57  +45 30   120 100   1.483 3 1  47
  385  86.61  -0.95 21 01  +45 00    70  20   0.221 3 2  47
  386  86.66   5.87 20 30  +49 20    50  10   0.088 3 3  47
  387  86.76  -0.11 20 58  +45 40    80  20   0.310 3 2  47
  388  86.87   1.80 20 50  +47 00   240 120   6.813 3 6  47
  389  86.98  -3.54 21 13  +43 30    15   5   0.014 3 3  36
  390  87.10  -3.43 21 13  +43 40    20  10   0.028 3 4  36
  391  87.23  -3.80 21 15  +43 30   150  60   1.961 3 5  36 S 119
  392  87.33  -1.73 21 07  +45 00    50   8   0.085 3 5  47
